row_id,emoji,unicode,unicode_slug,name,unicode_description,emojinet_name,emojinet_category,emojinet_shortcode,emojinet_definition,emojinet_keywords,canonical_unicode_image_path,available_vendor_count,available_vendors,has_apple,has_google,has_facebook,has_windows,has_twitter,has_joypixels,has_samsung,has_gmail,has_softbank,has_docomo,has_kddi
641,🌴,U+1F334,U+1F334,palm tree,palm tree,palm tree,Miscellaneous Symbols And Pictographs -> Plant symbols,:palm_tree:,"A palm tree, commonly found in tropical and otherwise warm climates. Often represents a vacation or holiday destination. Palm Tree was appro http://emojipedia.org/palm-tree/",tree|palm,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
642,🌵,U+1F335,U+1F335,cactus,cactus,cactus,Miscellaneous Symbols And Pictographs -> Plant symbols,:cactus:,"A cactus emoji, usually found in warm or desert climates. Most commonly displayed as a three-branch Saguaro cactus. Cactus was approved as p http://emojipedia.org/cactus/",plant,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
643,🌾,U+1F33E,U+1F33E,sheaf of rice,sheaf of rice,sheaf of rice,Miscellaneous Symbols And Pictographs -> Plant symbols,:ear_of_rice:,"A rice crop, growing in the ground before harvesting. Sheaf of Rice was approved as part of Unicode 6.0 in 2010 under the name “Ear of Rice” http://emojipedia.org/ear-of-rice/",rice|ear|grain,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
644,🌿,U+1F33F,U+1F33F,herb,herb,herb,Miscellaneous Symbols And Pictographs -> Plant symbols,:herb:,"A herb, such as basil or oregano. Appears on most platforms as a small, green plant with 3-6 leaves. Herb was approved as part of Unicode 6. http://emojipedia.org/herb/",leaf,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
645,☘,U+2618,U+2618,shamrock,,shamrock,Miscellaneous Symbols -> Miscellaneous mark,,"A three-leaf clover, otherwise known as a shamrock. Commonly used on St Patrick's Day in Ireland and around the world, as it is said that he http://emojipedia.org/shamrock/",plant,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
646,🍀,U+1F340,U+1F340,four leaf clover,four leaf clover,four leaf clover,Miscellaneous Symbols And Pictographs -> Plant symbols,:four_leaf_clover:,A four-leaf clover is a less common variety of the three-leaved clover. Considered to be lucky. Not to be confused with the shamrock (aka th http://emojipedia.org/four-leaf-clover/,leaf|4|four|clover,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
647,🍁,U+1F341,U+1F341,maple leaf,maple leaf,maple leaf,Miscellaneous Symbols And Pictographs -> Plant symbols,:maple_leaf:,"A red, orange or yellow maple leaf, often associated with Canada due to the maple leaf on the Canadian Flag. Maple Leaf was approved as part http://emojipedia.org/maple-leaf/",leaf|falling|maple,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
648,🍂,U+1F342,U+1F342,fallen leaf,fallen leaf,fallen leaf,Miscellaneous Symbols And Pictographs -> Plant symbols,:fallen_leaf:,"A fallen leaf (or leaves), as would be seen in the season of fall or autumn. Fallen Leaf was approved as part of Unicode 6.0 in 2010 and add http://emojipedia.org/fallen-leaf/",leaf|falling,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
649,🍃,U+1F343,U+1F343,leaf fluttering in wind,leaf fluttering in wind,leaf fluttering in wind,Miscellaneous Symbols And Pictographs -> Plant symbols,:leaves:,"A leaf (or leaves in the Apple artwork) fluttering in a gentle breeze, falling to the ground. Leaf Fluttering in Wind was approved as part o http://emojipedia.org/leaf-fluttering-in-wind/",leaf|wind|blow|flutter,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
650,🍇,U+1F347,U+1F347,grapes,grapes,grapes,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:grapes:,Grapes that are commonly found as red grapes (purple-colored) or white grapes (green-colored). Used to create wine. Grapes was approved as p http://emojipedia.org/grapes/,fruit|grape,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
651,🍈,U+1F348,U+1F348,melon,melon,melon,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:melon:,A juicy melon. A fruit known by a variety of names in different parts of the world. Melon was approved as part of Unicode 6.0 in 2010 and ad http://emojipedia.org/melon/,fruit,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
652,🍉,U+1F349,U+1F349,watermelon,watermelon,watermelon,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:watermelon:,"A piece of watermelon, showing the red/pink flesh, seeds, and green rind on the outside. Watermelon was approved as part of Unicode 6.0 in 2 http://emojipedia.org/watermelon/",fruit,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
653,🍊,U+1F34A,U+1F34A,tangerine,tangerine,tangerine,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:tangerine:,"An orange-colored fruit that tastes similar to a mandarin. Known as citrus unshiu in Japan, this fruit has since been exported around the wo http://emojipedia.org/tangerine/",orange|fruit,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
654,🍋,U+1F34B,U+1F34B,lemon,lemon,lemon,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:lemon:,"A yellow-colored fruit, known for its sour taste. Shown with one or two green leaves on some platforms. Has been used in relation to the Bey http://emojipedia.org/lemon/",citrus|fruit,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
655,🍌,U+1F34C,U+1F34C,banana,banana,banana,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:banana:,"A ripe, yellow banana ready to be eaten. Enjoyed by humans and monkeys alike. Tends to be grown in warm or tropical climates. Banana was app http://emojipedia.org/banana/",fruit,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
656,🍍,U+1F34D,U+1F34D,pineapple,pineapple,pineapple,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:pineapple:,"A yellow spiky pineapple, with green leaves on top. Pineapple was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Co http://emojipedia.org/pineapple/",fruit,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
657,🥭,U+1F96D,U+1F96D,mango,mango,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
658,🍎,U+1F34E,U+1F34E,red apple,red apple,red apple,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:apple:,"A red apple, of the fruit variety. Looks orange on Android. Red Apple was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in  http://emojipedia.org/red-apple/",apple|fruit|red,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
659,🍏,U+1F34F,U+1F34F,green apple,green apple,green apple,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:green_apple:,"A green apple, of the fruit variety. Green Apple was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste  http://emojipedia.org/green-apple/",apple|fruit|green,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
660,🍐,U+1F350,U+1F350,pear,pear,pear,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:pear:,"A light green-colored fruit, which defines a pear-shape. Pear was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Co http://emojipedia.org/pear/",fruit,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
661,🍑,U+1F351,U+1F351,peach,peach,peach,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:peach:,"A fleshy pink/orange-colored peach, with fuzzy skin. Displayed with a green leaf or leaves on most platforms. Most commonly used as a ""butt"" http://emojipedia.org/peach/",fruit,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
662,🍒,U+1F352,U+1F352,cherries,cherries,cherries,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:cherries:,A red fruit that contains a stone. Known as a wild cherry in the UK. Cherries was approved as part of Unicode 6.0 in 2010 and added to Emoji http://emojipedia.org/cherries/,fruit|cherry,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
663,🍓,U+1F353,U+1F353,strawberry,strawberry,strawberry,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:strawberry:,A bright red garden strawberry. A sweet fruit generally referred to simply as a strawberry. Strawberry was approved as part of Unicode 6.0 i http://emojipedia.org/strawberry/,berry|fruit,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
664,🫐,U+1FAD0,U+1FAD0,blueberries,blueberries,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
665,🥝,U+1F95D,U+1F95D,kiwi fruit,kiwi fruit,kiwi fruit,Supplemental Symbols And Pictographs -> Food symbol,,The kiwifruit emoji (also known as a Chinese gooseberry) is shown with brown skin and sliced open to show green flesh with black seeds on th http://emojipedia.org/kiwifruit/,fruit|kiwi|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
666,🍅,U+1F345,U+1F345,tomato,tomato,tomato,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:tomato:,"A red, ripe tomato emoji. Looks similar to the red apple emoji at small sizes. Tomato was approved as part of Unicode 6.0 in 2010 and added  http://emojipedia.org/tomato/",vegetable|fruit,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
667,🫒,U+1FAD2,U+1FAD2,olive,olive,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
668,🥥,U+1F965,U+1F965,coconut,coconut,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
669,🥑,U+1F951,U+1F951,avocado,avocado,avocado,Supplemental Symbols And Pictographs -> Food symbol,,"A ripe avocado, cut open and ready to be served. Displayed cut in half, with the stone showing. Avocado was approved as part of Unicode 9.0  http://emojipedia.org/avocado/",fruit|avocado|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
670,🍆,U+1F346,U+1F346,eggplant,eggplant,eggplant,Miscellaneous Symbols And Pictographs -> Fruit and vegetable symbols,:eggplant:,"An eggplant emoji, known as an aubergine in Japan and some other countries speaking British English. A long, purple-looking vegetable used i http://emojipedia.org/aubergine/",vegetable|aubergine,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
671,🥔,U+1F954,U+1F954,potato,potato,potato,Supplemental Symbols And Pictographs -> Food symbol,,"An uncooked potato, that may be used for baking, or as part of a larger meal. Not to be confused with the roasted sweet potato. Potato was a http://emojipedia.org/potato/",vegetable|potato|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
672,🥕,U+1F955,U+1F955,carrot,carrot,carrot,Supplemental Symbols And Pictographs -> Food symbol,,"An orange carrot, shown raw with green leaves attached. Carrot was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016. C http://emojipedia.org/carrot/",carrot|vegetable|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
673,🌽,U+1F33D,U+1F33D,ear of corn,ear of corn,ear of corn,Miscellaneous Symbols And Pictographs -> Plant symbols,:corn:,"An ear of corn, known as as maize in many countries around the world. Ear of Corn was approved as part of Unicode 6.0 in 2010 under the name http://emojipedia.org/ear-of-maize/",corn|ear|maize|maze,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
674,🌶,U+1F336,U+1F336,hot pepper,,hot pepper,Miscellaneous Symbols And Pictographs -> Plant symbols,,"A hot pepper, otherwise known as a chili pepper, originating in Mexico. Sometimes used on restaurant menus as a scale to indicate how spicy  http://emojipedia.org/hot-pepper/",pepper|hot,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
675,🫑,U+1FAD1,U+1FAD1,bell pepper,bell pepper,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
676,🥒,U+1F952,U+1F952,cucumber,cucumber,cucumber,Supplemental Symbols And Pictographs -> Food symbol,,"A cucumber, which may also be used as an emoji for a pickle or gherkin. Cucumber was approved as part of Unicode 9.0 in 2016 and added to Em http://emojipedia.org/cucumber/",vegetable|cucumber|pickle|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
677,🥬,U+1F96C,U+1F96C,leafy green,leafy green,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
678,🥦,U+1F966,U+1F966,broccoli,broccoli,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
679,🧄,U+1F9C4,U+1F9C4,garlic,garlic,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
680,🧅,U+1F9C5,U+1F9C5,onion,onion,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
681,🍄,U+1F344,U+1F344,mushroom,mushroom,mushroom,Miscellaneous Symbols And Pictographs -> Plant symbols,:mushroom:,A mushroom emoji; a vegetable that looks similar to a toadstool. Mushroom was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 http://emojipedia.org/mushroom/,toadstool,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
682,🥜,U+1F95C,U+1F95C,peanuts,peanuts,peanuts,Supplemental Symbols And Pictographs -> Food symbol,,Peanuts was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016. Copy and paste this emoji: Copy ?? New in iOS 10.2 http://emojipedia.org/peanuts/,vegetable|peanut|nut|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
683,🌰,U+1F330,U+1F330,chestnut,chestnut,chestnut,Miscellaneous Symbols And Pictographs -> Plant symbols,:chestnut:,A chestnut emoji. Sometimes mistaken for an acorn. A popular snack in Japan (as well as other locations around the world) is the roasted che http://emojipedia.org/chestnut/,plant,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
684,🍞,U+1F35E,U+1F35E,bread,bread,bread,Miscellaneous Symbols And Pictographs -> Food symbol,:bread:,"A loaf of bread, displayed as it appears prior to slicing. May be used in the creation of a sandwich. Bread was approved as part of Unicode  http://emojipedia.org/bread/",loaf,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
685,🥐,U+1F950,U+1F950,croissant,croissant,croissant,Supplemental Symbols And Pictographs -> Food symbol,,"A pastry with a crescent shape. Popular in many countries, but most often associated with France, and Austria. Croissant was approved as par http://emojipedia.org/croissant/",french|bread|crescent roll|croissant|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
686,🥖,U+1F956,U+1F956,baguette bread,baguette bread,baguette bread,Supplemental Symbols And Pictographs -> Food symbol,,Baguette Bread was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016. Copy and paste this emoji: Copy ?? New in iOS 10. http://emojipedia.org/baguette-bread/,french|bread|baguette|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
687,🫓,U+1FAD3,U+1FAD3,flatbread,flatbread,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
688,🥨,U+1F968,U+1F968,pretzel,pretzel,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
689,🥯,U+1F96F,U+1F96F,bagel,bagel,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
690,🥞,U+1F95E,U+1F95E,pancakes,pancakes,pancakes,Supplemental Symbols And Pictographs -> Food symbol,,"A stack of pancakes, shown with maple syrup or other dressings. May be used in relation to Shrove Tuesday. Pancakes was approved as part of  http://emojipedia.org/pancakes/",pancake|hotcake|food|crêpe,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
691,🧇,U+1F9C7,U+1F9C7,waffle,waffle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
692,🧀,U+1F9C0,U+1F9C0,cheese wedge,cheese wedge,cheese wedge,Supplemental Symbols And Pictographs -> Food symbol,,"A wedge of cheese. Not necessarily a specific type or style of cheese, but likely to be shown with a bright yellow appearance. Cheese Wedge  http://emojipedia.org/cheese-wedge/",cheese,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
693,🍖,U+1F356,U+1F356,meat on bone,meat on bone,meat on bone,Miscellaneous Symbols And Pictographs -> Food symbol,:meat_on_bone:,"Meat on a bone in a classic cartoon-like style, seen in manga/anime. Known as “Ano Niku”, meaning “That Meat you see in Manga or Anime“ or m http://emojipedia.org/meat-on-bone/",meat|bone,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
694,🍗,U+1F357,U+1F357,poultry leg,poultry leg,poultry leg,Miscellaneous Symbols And Pictographs -> Food symbol,:poultry_leg:,"A cooked leg of turkey, chicken, or another form of poultry. This poultry leg is eaten either as part of a roast dinner, or off the bone as  http://emojipedia.org/poultry-leg/",poultry|leg|bone|chicken,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
695,🥩,U+1F969,U+1F969,cut of meat,cut of meat,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
696,🥓,U+1F953,U+1F953,bacon,bacon,bacon,Supplemental Symbols And Pictographs -> Food symbol,,"Strips of cooked bacon, popular with a range of dishes, sometimes to accompany eggs. Bacon was approved as part of Unicode 9.0 in 2016 and a http://emojipedia.org/bacon/",bacon|meat|food,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
697,🍔,U+1F354,U+1F354,hamburger,hamburger,hamburger,Miscellaneous Symbols And Pictographs -> Food symbol,:hamburger:,"A cheeseburger emoji, otherwise known as a burger. Two buns, containing a meat patty, cheese, and sometimes lettuce or tomato. Hamburger was http://emojipedia.org/hamburger/",burger,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
698,🍟,U+1F35F,U+1F35F,french fries,french fries,french fries,Miscellaneous Symbols And Pictographs -> Food symbol,:fries:,French Fries was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/french-fries/,french|fries,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
699,🍕,U+1F355,U+1F355,pizza,pizza,pizza,Miscellaneous Symbols And Pictographs -> Food symbol,:pizza:,"A slice  of pizza, with pepperoni topping on it. The Android pizza emoji includes  a slice of green pepper / capsicum as well. How exotic! P http://emojipedia.org/slice-of-pizza/",cheese|slice,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
